user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Bill Cundiff,"I tried to set up a server on a Sunday. They advertise setup in minutes. I waited all night and nothing happened. Monday afternoon I contacted their live chat and was told their system was having trouble. No estimate on when it would be up, but if I put in a ticket with the billing dept they would set it up manually in about 3 hours or so. I did that, but got no response. I got an email the next day saying I hadn't paid my bill, untrue and I have proof. I replied to my ticket saying I want cancellation and a refund. Then I went to Shockbyte and had a server up in minutes. No response from MCPro, but I got an email saying hey, your server is ready. Its Thursday night and I still haven't heard back. For the premium amount they charge you would think the service would be better. Its the worst!",1,Rant,i tried to set up a server on a sunday they advertise setup in minutes i waited all night and nothing happened monday afternoon i contacted their live chat and was told their system was having trouble no estimate on when it would be up but if i put in a ticket with the billing dept they would set it up manually in about  hours or so i did that but got no response i got an email the next day saying i hadnt paid my bill untrue and i have proof i replied to my ticket saying i want cancellation and a refund then i went to shockbyte and had a server up in minutes no response from mcpro but i got an email saying hey your server is ready its thursday night and i still havent heard back for the premium amount they charge you would think the service would be better its the worst,"['tried', 'set', 'server', 'sunday', 'advertise', 'setup', 'minutes', 'waited', 'night', 'happened', 'monday', 'afternoon', 'contacted', 'live', 'chat', 'told', 'system', 'having', 'trouble', 'estimate', 'ticket', 'billing', 'dept', 'set', 'manually', ' ', 'hours', 'got', 'response', 'got', 'email', 'day', 'saying', 'nt', 'paid', 'bill', 'untrue', 'proof', 'replied', 'ticket', 'saying', 'want', 'cancellation', 'refund', 'went', 'shockbyte', 'server', 'minutes', 'response', 'mcpro', 'got', 'email', 'saying', 'hey', 'server', 'ready', 'thursday', 'night', 'nt', 'heard', 'premium', 'charge', 'think', 'service', 'better', 'worst']",66,0.08227848101265822,NEGATIVE,100,none
TristenKnowsBest,"I've been very happy with talking to people who know how to help me and do it very positively, excellent customer service.

I took a star back because:  every. single. time. I tried to use the website/my server, there was ALWAYS something. It was updating, service unavailable or my server just wont work etc etc, I very much think it may have been sheer coincidence, but alas, it wasn't too great for me in the end

edit: small detail I overlooked, was that all the problems did get resolved. It may have taken a day or two(personally) at maximum depending on the severity of the problem.",4,Valid,"ive been very happy with talking to people who know how to help me and do it very positively excellent customer service

i took a star back because  every single time i tried to use the websitemy server there was always something it was updating service unavailable or my server just wont work etc etc i very much think it may have been sheer coincidence but alas it wasnt too great for me in the end

edit small detail i overlooked was that all the problems did get resolved it may have taken a day or twopersonally at maximum depending on the severity of the problem","['ve', 'happy', 'talking', 'people', 'know', 'help', 'positively', 'excellent', 'customer', 'service', '\n\n', 'took', 'star', ' ', 'single', 'time', 'tried', 'use', 'websitemy', 'server', 'updating', 'service', 'unavailable', 'server', 'wo', 'nt', 'work', 'etc', 'etc', 'think', 'sheer', 'coincidence', 'alas', 'nt', 'great', 'end', '\n\n', 'edit', 'small', 'detail', 'overlooked', 'problems', 'resolved', 'taken', 'day', 'twopersonally', 'maximum', 'depending', 'severity', 'problem']",50,0.04716981132075472,NEGATIVE,89,none
Versa,"just terrible. dont use this site, thats all i have to say",1,Rant,just terrible dont use this site thats all i have to say,"['terrible', 'nt', 'use', 'site', 's']",5,0.0,NEGATIVE,45,none
Ando Velev,"Great for hosting a server, customer service is helpful",5,Valid,great for hosting a server customer service is helpful,"['great', 'hosting', 'server', 'customer', 'service', 'helpful']",6,0.0,POSITIVE,44,admiration
Zack Schlereth,Very helpful whenever I need assistance with anything.,5,Valid,very helpful whenever i need assistance with anything,"['helpful', 'need', 'assistance']",3,0.125,POSITIVE,41,none
Redster 1738,"Hosted a server a good few times, loved every minute of it. By far the best Hosting service.",4,Valid,hosted a server a good few times loved every minute of it by far the best hosting service,"['hosted', 'server', 'good', 'times', 'loved', 'minute', 'far', 'best', 'hosting', 'service']",10,0.0,POSITIVE,48,admiration
FibroWolf,"I have a partnered server with mcprohosting and when i first joined i had a small issue. I went to the live chat , the staff were very courteous and the issue was sorted within 2 minutes. I have had no issues with the service since. They also have a discord which is well staffed and has helpful links to help with any minor problems that may arise.",5,Valid,i have a partnered server with mcprohosting and when i first joined i had a small issue i went to the live chat  the staff were very courteous and the issue was sorted within  minutes i have had no issues with the service since they also have a discord which is well staffed and has helpful links to help with any minor problems that may arise,"['partnered', 'server', 'mcprohosting', 'joined', 'small', 'issue', 'went', 'live', 'chat', ' ', 'staff', 'courteous', 'issue', 'sorted', ' ', 'minutes', 'issues', 'service', 'discord', 'staffed', 'helpful', 'links', 'help', 'minor', 'problems', 'arise']",26,0.04411764705882353,POSITIVE,72,approval
Marcos Arosa,"I tried to create a modded server with my friends. We started with 4 ram, but it wasn't enough, so we upgrade to 6 GB, which is 30 € moreless. In the beginning the server worked fine with only one user (me) with 80 mods moreless. So, I opened it for my friends (5) and, oh God, the lag was amazing. I talked with the support team but it was really useless. So I asked for a refund. However, they told me that they couldn't give me some of my money back because I used a promo code.

TRASH hosting, I'll never use my account again. If someone wants 15$ for free, contact with me... omg.",1,Rant,"i tried to create a modded server with my friends we started with  ram but it wasnt enough so we upgrade to  gb which is   moreless in the beginning the server worked fine with only one user me with  mods moreless so i opened it for my friends  and oh god the lag was amazing i talked with the support team but it was really useless so i asked for a refund however they told me that they couldnt give me some of my money back because i used a promo code

trash hosting ill never use my account again if someone wants  for free contact with me omg","['tried', 'create', 'modded', 'server', 'friends', 'started', ' ', 'ram', 'nt', 'upgrade', ' ', 'gb', '  ', 'moreless', 'beginning', 'server', 'worked', 'fine', 'user', ' ', 'mods', 'moreless', 'opened', 'friends', ' ', 'oh', 'god', 'lag', 'amazing', 'talked', 'support', 'team', 'useless', 'asked', 'refund', 'told', 'nt', 'money', 'promo', 'code', '\n\n', 'trash', 'hosting', 'ill', 'use', 'account', 'wants', ' ', 'free', 'contact', 'omg']",51,0.0603448275862069,NEGATIVE,96,none
InhabitedFool,"Got this service for a server for me and my friends to play on and it's been amazing, never had any serious issues, anytime I needed help with setting things up, used the live chat and was sorted within minutes! Cannot recommend MCProHosting enough for anyone who wants a server!",5,Valid,got this service for a server for me and my friends to play on and its been amazing never had any serious issues anytime i needed help with setting things up used the live chat and was sorted within minutes cannot recommend mcprohosting enough for anyone who wants a server,"['got', 'service', 'server', 'friends', 'play', 'amazing', 'issues', 'anytime', 'needed', 'help', 'setting', 'things', 'live', 'chat', 'sorted', 'minutes', 'recommend', 'mcprohosting', 'wants', 'server']",20,0.02,NEGATIVE,64,admiration
Robert Moyle,"Started off really well until i realized I never recieved my dedicated IP I ordered. Took them a week to respond, just to say oops sorry we dont have any heres h refund. At this point I could no longer recieve a money back guarantee refund. Customer service is a joke. Wish it was better",2,Rant,started off really well until i realized i never recieved my dedicated ip i ordered took them a week to respond just to say oops sorry we dont have any heres h refund at this point i could no longer recieve a money back guarantee refund customer service is a joke wish it was better,"['started', 'realized', 'recieved', 'dedicated', 'ip', 'ordered', 'took', 'week', 'respond', 'oops', 'sorry', 'nt', 'heres', 'h', 'refund', 'point', 'longer', 'recieve', 'money', 'guarantee', 'refund', 'customer', 'service', 'joke', 'wish', 'better']",26,0.07272727272727272,NEGATIVE,66,none
Jayden Chang,"Played on someone else's server, and the quality was amazing, even with a bunch of people on. I just wish Minecraft server hosting had a free tier.",5,Irrelevant,played on someone elses server and the quality was amazing even with a bunch of people on i just wish minecraft server hosting had a free tier,"['played', 'elses', 'server', 'quality', 'amazing', 'bunch', 'people', 'wish', 'minecraft', 'server', 'hosting', 'free', 'tier']",13,0.037037037037037035,POSITIVE,52,admiration
